date,site,rep,AlgalClass,Concentration
6/27/2022,Muddy_Creek,B,Diatom_avg,56.745
6/27/2022,Muddy_Creek,B,Cryptophyta_avg,3.9425
6/27/2022,Muddy_Creek,B,YellowSubstances_avg,2.472
6/27/2022,Muddy_Creek,B,Total_avg,88.1225
6/27/2022,Muddy_Creek,C,GreenAlgae_avg,18.0295
6/27/2022,Muddy_Creek,C,Bluegreen_avg,8.4895
6/27/2022,Muddy_Creek,C,Diatom_avg,50.619
6/27/2022,Muddy_Creek,C,Cryptophyta_avg,2.1705
6/27/2022,Muddy_Creek,C,YellowSubstances_avg,2.5035
6/27/2022,Muddy_Creek,C,Total_avg,79.3095
6/27/2022,ODNR_1,A,GreenAlgae_avg,4.065
6/27/2022,ODNR_1,A,Bluegreen_avg,13.8655
6/27/2022,ODNR_1,A,Diatom_avg,11.268
6/27/2022,ODNR_1,A,Cryptophyta_avg,0
6/27/2022,ODNR_1,A,YellowSubstances_avg,3.3105
6/27/2022,ODNR_1,A,Total_avg,29.196
6/27/2022,ODNR_1,B,GreenAlgae_avg,5.906
6/27/2022,ODNR_1,B,Bluegreen_avg,19.1785
6/27/2022,ODNR_1,B,Diatom_avg,9.1825
6/27/2022,ODNR_1,B,Cryptophyta_avg,0.2375
6/27/2022,ODNR_1,B,YellowSubstances_avg,3.1235
6/27/2022,ODNR_1,B,Total_avg,34.504
6/27/2022,ODNR_1,C,GreenAlgae_avg,4.5855
6/27/2022,ODNR_1,C,Bluegreen_avg,13.8785
6/27/2022,ODNR_1,C,Diatom_avg,10.79
6/27/2022,ODNR_1,C,Cryptophyta_avg,0.1145
6/27/2022,ODNR_1,C,YellowSubstances_avg,3.237
6/27/2022,ODNR_1,C,Total_avg,29.368
6/27/2022,ODNR_2,A,GreenAlgae_avg,7.6885
6/27/2022,ODNR_2,A,Bluegreen_avg,58.9165
6/27/2022,ODNR_2,A,Diatom_avg,7.644
6/27/2022,ODNR_2,A,Cryptophyta_avg,0.324
6/27/2022,ODNR_2,A,YellowSubstances_avg,3.743
6/27/2022,ODNR_2,A,Total_avg,74.5725
6/27/2022,ODNR_2,B,GreenAlgae_avg,8.1745
6/27/2022,ODNR_2,B,Bluegreen_avg,58.888
6/27/2022,ODNR_2,B,Diatom_avg,7.132
6/27/2022,ODNR_2,B,Cryptophyta_avg,0
6/27/2022,ODNR_2,B,YellowSubstances_avg,3.742
6/27/2022,ODNR_2,B,Total_avg,74.197
6/27/2022,ODNR_2,C,GreenAlgae_avg,2.0155
6/27/2022,ODNR_2,C,Bluegreen_avg,15.8965
6/27/2022,ODNR_2,C,Diatom_avg,2.179
6/27/2022,ODNR_2,C,Cryptophyta_avg,0.2365
6/27/2022,ODNR_2,C,YellowSubstances_avg,0.881
6/27/2022,ODNR_2,C,Total_avg,20.3265
6/27/2022,ODNR_4,A,GreenAlgae_avg,14.4725
6/27/2022,ODNR_4,A,Bluegreen_avg,9.933
6/27/2022,ODNR_4,A,Diatom_avg,20.2045
6/27/2022,ODNR_4,A,Cryptophyta_avg,13.582
6/27/2022,ODNR_4,A,YellowSubstances_avg,4.0695
6/27/2022,ODNR_4,A,Total_avg,58.192
6/27/2022,ODNR_4,B,GreenAlgae_avg,14.939
6/27/2022,ODNR_4,B,Bluegreen_avg,10.588
6/27/2022,ODNR_4,B,Diatom_avg,19.1915
6/27/2022,ODNR_4,B,Cryptophyta_avg,11.923
6/27/2022,ODNR_4,B,YellowSubstances_avg,3.9045
6/27/2022,ODNR_4,B,Total_avg,56.643
6/27/2022,ODNR_4,C,GreenAlgae_avg,17.197
6/27/2022,ODNR_4,C,Bluegreen_avg,10.5455
6/27/2022,ODNR_4,C,Diatom_avg,20.1115
6/27/2022,ODNR_4,C,Cryptophyta_avg,12.613
6/27/2022,ODNR_4,C,YellowSubstances_avg,3.499
6/27/2022,ODNR_4,C,Total_avg,60.4655
6/27/2022,ODNR_6,A,GreenAlgae_avg,0
6/27/2022,ODNR_6,A,Bluegreen_avg,0
6/27/2022,ODNR_6,A,Diatom_avg,0
6/27/2022,ODNR_6,A,Cryptophyta_avg,0
6/27/2022,ODNR_6,A,YellowSubstances_avg,0
6/27/2022,ODNR_6,A,Total_avg,0
6/27/2022,ODNR_6,B,GreenAlgae_avg,16.6055
6/27/2022,ODNR_6,B,Bluegreen_avg,37.388
6/27/2022,ODNR_6,B,Diatom_avg,17.4775
6/27/2022,ODNR_6,B,Cryptophyta_avg,6.169
6/27/2022,ODNR_6,B,YellowSubstances_avg,3.644
6/27/2022,ODNR_6,B,Total_avg,77.6385
6/27/2022,ODNR_6,C,GreenAlgae_avg,18.093
6/27/2022,ODNR_6,C,Bluegreen_avg,37.9025
6/27/2022,ODNR_6,C,Diatom_avg,17.104
6/27/2022,ODNR_6,C,Cryptophyta_avg,5.6385
6/27/2022,ODNR_6,C,YellowSubstances_avg,3.5185
6/27/2022,ODNR_6,C,Total_avg,78.737
7/5/2022,Bridge,A,GreenAlgae_avg,20.159
7/5/2022,Bridge,A,Bluegreen_avg,66.685
7/5/2022,Bridge,A,Diatom_avg,20.9595
7/5/2022,Bridge,A,Cryptophyta_avg,1.3475
7/5/2022,Bridge,A,YellowSubstances_avg,2.9365
7/5/2022,Bridge,A,Total_avg,109.153
7/5/2022,Bridge,B,GreenAlgae_avg,21.491
7/5/2022,Bridge,B,Bluegreen_avg,69.1185
7/5/2022,Bridge,B,Diatom_avg,22.6295
7/5/2022,Bridge,B,Cryptophyta_avg,0.533
7/5/2022,Bridge,B,YellowSubstances_avg,2.951
7/5/2022,Bridge,B,Total_avg,113.7705
7/5/2022,Bridge,C,GreenAlgae_avg,21.222
7/5/2022,Bridge,C,Bluegreen_avg,70.023
7/5/2022,Bridge,C,Diatom_avg,24.093
7/5/2022,Bridge,C,Cryptophyta_avg,2.043
7/5/2022,Bridge,C,YellowSubstances_avg,2.8145
7/5/2022,Bridge,C,Total_avg,117.3825
7/5/2022,Buoy_2,A,GreenAlgae_avg,10.1595
7/5/2022,Buoy_2,A,Bluegreen_avg,28.4695
7/5/2022,Buoy_2,A,Diatom_avg,6.2755
7/5/2022,Buoy_2,A,Cryptophyta_avg,0
7/5/2022,Buoy_2,A,YellowSubstances_avg,2.6525
7/5/2022,Buoy_2,A,Total_avg,44.904
7/5/2022,Buoy_2,B,GreenAlgae_avg,10.0075
7/5/2022,Buoy_2,B,Bluegreen_avg,28.2925
7/5/2022,Buoy_2,B,Diatom_avg,6.155
7/5/2022,Buoy_2,B,Cryptophyta_avg,0
7/5/2022,Buoy_2,B,YellowSubstances_avg,2.7775
7/5/2022,Buoy_2,B,Total_avg,44.453
7/5/2022,Buoy_2,C,GreenAlgae_avg,9.3385
7/5/2022,Buoy_2,C,Bluegreen_avg,27.662
7/5/2022,Buoy_2,C,Diatom_avg,6.166
7/5/2022,Buoy_2,C,Cryptophyta_avg,0
7/5/2022,Buoy_2,C,YellowSubstances_avg,2.8005
7/5/2022,Buoy_2,C,Total_avg,43.1675
7/5/2022,EC_1163,A,GreenAlgae_avg,7.259
7/5/2022,EC_1163,A,Bluegreen_avg,22.47
7/5/2022,EC_1163,A,Diatom_avg,6.725
7/5/2022,EC_1163,A,Cryptophyta_avg,0.7735
7/5/2022,EC_1163,A,YellowSubstances_avg,2.403
7/5/2022,EC_1163,A,Total_avg,37.228
7/5/2022,EC_1163,B,GreenAlgae_avg,7.572
7/5/2022,EC_1163,B,Bluegreen_avg,20.9385
7/5/2022,EC_1163,B,Diatom_avg,6.1525
7/5/2022,EC_1163,B,Cryptophyta_avg,0.0035
7/5/2022,EC_1163,B,YellowSubstances_avg,2.539
7/5/2022,EC_1163,B,Total_avg,34.667
7/5/2022,EC_1163,C,GreenAlgae_avg,0
7/5/2022,EC_1163,C,Bluegreen_avg,0
7/5/2022,EC_1163,C,Diatom_avg,0
7/5/2022,EC_1163,C,Cryptophyta_avg,0
7/5/2022,EC_1163,C,YellowSubstances_avg,0
7/5/2022,EC_1163,C,Total_avg,0
7/5/2022,Muddy_Creek,A,GreenAlgae_avg,24.336
7/5/2022,Muddy_Creek,A,Bluegreen_avg,23.859
7/5/2022,Muddy_Creek,A,Diatom_avg,90.415
7/5/2022,Muddy_Creek,A,Cryptophyta_avg,0
7/5/2022,Muddy_Creek,A,YellowSubstances_avg,1.196
7/5/2022,Muddy_Creek,A,Total_avg,138.6095
7/5/2022,Muddy_Creek,B,GreenAlgae_avg,1.891
7/5/2022,Muddy_Creek,B,Bluegreen_avg,29.473
7/5/2022,Muddy_Creek,B,Diatom_avg,100.4345
7/5/2022,Muddy_Creek,B,Cryptophyta_avg,0
7/5/2022,Muddy_Creek,B,YellowSubstances_avg,0
7/5/2022,Muddy_Creek,B,Total_avg,131.8
7/5/2022,Muddy_Creek,C,GreenAlgae_avg,21.553
7/5/2022,Muddy_Creek,C,Bluegreen_avg,25.3795
7/5/2022,Muddy_Creek,C,Diatom_avg,95.644
7/5/2022,Muddy_Creek,C,Cryptophyta_avg,0
7/5/2022,Muddy_Creek,C,YellowSubstances_avg,1.169
7/5/2022,Muddy_Creek,C,Total_avg,142.576
7/5/2022,ODNR_1,A,GreenAlgae_avg,9.549
7/5/2022,ODNR_1,A,Bluegreen_avg,37.703
7/5/2022,ODNR_1,A,Diatom_avg,5.083
7/5/2022,ODNR_1,A,Cryptophyta_avg,0
7/5/2022,ODNR_1,A,YellowSubstances_avg,2.879
7/5/2022,ODNR_1,A,Total_avg,52.335
7/5/2022,ODNR_1,B,GreenAlgae_avg,9.277
7/5/2022,ODNR_1,B,Bluegreen_avg,36.996
7/5/2022,ODNR_1,B,Diatom_avg,4.985
7/5/2022,ODNR_1,B,Cryptophyta_avg,0
7/5/2022,ODNR_1,B,YellowSubstances_avg,2.8925
7/5/2022,ODNR_1,B,Total_avg,51.2585
7/5/2022,ODNR_1,C,GreenAlgae_avg,10.068
7/5/2022,ODNR_1,C,Bluegreen_avg,35.966
7/5/2022,ODNR_1,C,Diatom_avg,5.198
7/5/2022,ODNR_1,C,Cryptophyta_avg,0
7/5/2022,ODNR_1,C,YellowSubstances_avg,2.654
7/5/2022,ODNR_1,C,Total_avg,51.231
7/5/2022,ODNR_2,A,GreenAlgae_avg,16.861
7/5/2022,ODNR_2,A,Bluegreen_avg,20.2525
7/5/2022,ODNR_2,A,Diatom_avg,20.4245
7/5/2022,ODNR_2,A,Cryptophyta_avg,5.0745
7/5/2022,ODNR_2,A,YellowSubstances_avg,2.7445
7/5/2022,ODNR_2,A,Total_avg,62.614
7/5/2022,ODNR_2,B,GreenAlgae_avg,0
7/5/2022,ODNR_2,B,Bluegreen_avg,0
7/5/2022,ODNR_2,B,Diatom_avg,0
7/5/2022,ODNR_2,B,Cryptophyta_avg,0
7/5/2022,ODNR_2,B,YellowSubstances_avg,0
7/5/2022,ODNR_2,B,Total_avg,0
7/5/2022,ODNR_2,C,GreenAlgae_avg,16.14
7/5/2022,ODNR_2,C,Bluegreen_avg,19.4855
7/5/2022,ODNR_2,C,Diatom_avg,19.703
7/5/2022,ODNR_2,C,Cryptophyta_avg,5.6115
7/5/2022,ODNR_2,C,YellowSubstances_avg,2.893
7/5/2022,ODNR_2,C,Total_avg,60.9415
7/5/2022,ODNR_4,A,GreenAlgae_avg,0
7/5/2022,ODNR_4,A,Bluegreen_avg,0
7/5/2022,ODNR_4,A,Diatom_avg,0
7/5/2022,ODNR_4,A,Cryptophyta_avg,0
7/5/2022,ODNR_4,A,YellowSubstances_avg,0
7/5/2022,ODNR_4,A,Total_avg,0
7/5/2022,ODNR_4,B,GreenAlgae_avg,22.9155
7/5/2022,ODNR_4,B,Bluegreen_avg,32.1705
7/5/2022,ODNR_4,B,Diatom_avg,34.0985
7/5/2022,ODNR_4,B,Cryptophyta_avg,0
7/5/2022,ODNR_4,B,YellowSubstances_avg,3.463
7/5/2022,ODNR_4,B,Total_avg,89.184
7/5/2022,ODNR_4,C,GreenAlgae_avg,25.6965
7/5/2022,ODNR_4,C,Bluegreen_avg,32.139
7/5/2022,ODNR_4,C,Diatom_avg,35.3915
7/5/2022,ODNR_4,C,Cryptophyta_avg,0
7/5/2022,ODNR_4,C,YellowSubstances_avg,3.1565
7/5/2022,ODNR_4,C,Total_avg,93.2275
7/5/2022,ODNR_6,A,GreenAlgae_avg,18.149
7/5/2022,ODNR_6,A,Bluegreen_avg,41.913
7/5/2022,ODNR_6,A,Diatom_avg,14.0405
7/5/2022,ODNR_6,A,Cryptophyta_avg,4.999
7/5/2022,ODNR_6,A,YellowSubstances_avg,3.904
7/5/2022,ODNR_6,A,Total_avg,79.098
7/5/2022,ODNR_6,B,GreenAlgae_avg,22.119
7/5/2022,ODNR_6,B,Bluegreen_avg,41.573
7/5/2022,ODNR_6,B,Diatom_avg,9.5935
7/5/2022,ODNR_6,B,Cryptophyta_avg,14.049
7/5/2022,ODNR_6,B,YellowSubstances_avg,4.358
7/5/2022,ODNR_6,B,Total_avg,87.3355
7/5/2022,ODNR_6,C,GreenAlgae_avg,18.991
7/5/2022,ODNR_6,C,Bluegreen_avg,41.1475
7/5/2022,ODNR_6,C,Diatom_avg,11.711
7/5/2022,ODNR_6,C,Cryptophyta_avg,9.3265
7/5/2022,ODNR_6,C,YellowSubstances_avg,4.1615
7/5/2022,ODNR_6,C,Total_avg,81.1775
7/11/2022,Bells,A,GreenAlgae_avg,5.874
7/11/2022,Bells,A,Bluegreen_avg,12.6565
7/11/2022,Bells,A,Diatom_avg,8.412
7/11/2022,Bells,A,Cryptophyta_avg,0
7/11/2022,Bells,A,YellowSubstances_avg,1.6985
7/11/2022,Bells,A,Total_avg,26.942
7/11/2022,Bells,B,GreenAlgae_avg,5.587
7/11/2022,Bells,B,Bluegreen_avg,11.9065
7/11/2022,Bells,B,Diatom_avg,8.6485
7/11/2022,Bells,B,Cryptophyta_avg,0.03
7/11/2022,Bells,B,YellowSubstances_avg,1.5865
7/11/2022,Bells,B,Total_avg,26.171
7/11/2022,Bells,C,GreenAlgae_avg,5.481
7/11/2022,Bells,C,Bluegreen_avg,13.3585
7/11/2022,Bells,C,Diatom_avg,9.877
7/11/2022,Bells,C,Cryptophyta_avg,0.2825
7/11/2022,Bells,C,YellowSubstances_avg,1.5985
7/11/2022,Bells,C,Total_avg,28.999
7/11/2022,Bridge,A,GreenAlgae_avg,24.0695
7/11/2022,Bridge,A,Bluegreen_avg,38.911
7/11/2022,Bridge,A,Diatom_avg,22.6865
7/11/2022,Bridge,A,Cryptophyta_avg,0
7/11/2022,Bridge,A,YellowSubstances_avg,2.841
7/11/2022,Bridge,A,Total_avg,85.6695
7/11/2022,Bridge,B,GreenAlgae_avg,24.938
7/11/2022,Bridge,B,Bluegreen_avg,39.734
7/11/2022,Bridge,B,Diatom_avg,23.6715
7/11/2022,Bridge,B,Cryptophyta_avg,1.3495
7/11/2022,Bridge,B,YellowSubstances_avg,2.9855
7/11/2022,Bridge,B,Total_avg,89.6925
7/11/2022,Bridge,C,GreenAlgae_avg,27.9615
7/11/2022,Bridge,C,Bluegreen_avg,40.4085
7/11/2022,Bridge,C,Diatom_avg,22.2745
7/11/2022,Bridge,C,Cryptophyta_avg,4.9175
7/11/2022,Bridge,C,YellowSubstances_avg,2.9685
7/11/2022,Bridge,C,Total_avg,95.562
7/11/2022,Buoy_2,A,GreenAlgae_avg,16.1585
7/11/2022,Buoy_2,A,Bluegreen_avg,16.913
7/11/2022,Buoy_2,A,Diatom_avg,11.471
7/11/2022,Buoy_2,A,Cryptophyta_avg,0
7/11/2022,Buoy_2,A,YellowSubstances_avg,2.147
7/11/2022,Buoy_2,A,Total_avg,44.5415
7/11/2022,Buoy_2,B,GreenAlgae_avg,15.3845
7/11/2022,Buoy_2,B,Bluegreen_avg,17.7635
7/11/2022,Buoy_2,B,Diatom_avg,13.03
7/11/2022,Buoy_2,B,Cryptophyta_avg,0
7/11/2022,Buoy_2,B,YellowSubstances_avg,2.275
7/11/2022,Buoy_2,B,Total_avg,46.1775
7/11/2022,Buoy_2,C,GreenAlgae_avg,15.6905
7/11/2022,Buoy_2,C,Bluegreen_avg,17.8705
7/11/2022,Buoy_2,C,Diatom_avg,12.253
7/11/2022,Buoy_2,C,Cryptophyta_avg,0
7/11/2022,Buoy_2,C,YellowSubstances_avg,2.2625
7/11/2022,Buoy_2,C,Total_avg,45.814
7/11/2022,EC_1163,A,GreenAlgae_avg,13.6
7/11/2022,EC_1163,A,Bluegreen_avg,19.7805
7/11/2022,EC_1163,A,Diatom_avg,11.2735
7/11/2022,EC_1163,A,Cryptophyta_avg,0
7/11/2022,EC_1163,A,YellowSubstances_avg,1.933
7/11/2022,EC_1163,A,Total_avg,44.653
7/11/2022,EC_1163,B,GreenAlgae_avg,13.7595
7/11/2022,EC_1163,B,Bluegreen_avg,19.83
7/11/2022,EC_1163,B,Diatom_avg,12.1135
7/11/2022,EC_1163,B,Cryptophyta_avg,0
7/11/2022,EC_1163,B,YellowSubstances_avg,1.9235
7/11/2022,EC_1163,B,Total_avg,45.7035
7/11/2022,EC_1163,C,GreenAlgae_avg,13.036
7/11/2022,EC_1163,C,Bluegreen_avg,19.7675
7/11/2022,EC_1163,C,Diatom_avg,10.929
7/11/2022,EC_1163,C,Cryptophyta_avg,0
7/11/2022,EC_1163,C,YellowSubstances_avg,2.029
7/11/2022,EC_1163,C,Total_avg,43.733
7/11/2022,Muddy_Creek,A,GreenAlgae_avg,35.27
7/11/2022,Muddy_Creek,A,Bluegreen_avg,19.413
7/11/2022,Muddy_Creek,A,Diatom_avg,65.8885
7/11/2022,Muddy_Creek,A,Cryptophyta_avg,1.134
7/11/2022,Muddy_Creek,A,YellowSubstances_avg,1.1835
7/11/2022,Muddy_Creek,A,Total_avg,121.7065
7/11/2022,Muddy_Creek,B,GreenAlgae_avg,32.5695
7/11/2022,Muddy_Creek,B,Bluegreen_avg,16.963
7/11/2022,Muddy_Creek,B,Diatom_avg,61.242
7/11/2022,Muddy_Creek,B,Cryptophyta_avg,1.5815
7/11/2022,Muddy_Creek,B,YellowSubstances_avg,1.5035
7/11/2022,Muddy_Creek,B,Total_avg,112.3545
7/11/2022,Muddy_Creek,C,GreenAlgae_avg,31.875
7/11/2022,Muddy_Creek,C,Bluegreen_avg,18.641
7/11/2022,Muddy_Creek,C,Diatom_avg,62.743
7/11/2022,Muddy_Creek,C,Cryptophyta_avg,0.8635
7/11/2022,Muddy_Creek,C,YellowSubstances_avg,0.0775
7/11/2022,Muddy_Creek,C,Total_avg,114.121
7/11/2022,ODNR_1,A,GreenAlgae_avg,16.5595
7/11/2022,ODNR_1,A,Bluegreen_avg,15.583
7/11/2022,ODNR_1,A,Diatom_avg,9.669
7/11/2022,ODNR_1,A,Cryptophyta_avg,0
7/11/2022,ODNR_1,A,YellowSubstances_avg,2.2105
7/11/2022,ODNR_1,A,Total_avg,41.8115
7/11/2022,ODNR_1,B,GreenAlgae_avg,16.593
7/11/2022,ODNR_1,B,Bluegreen_avg,16.1385
7/11/2022,ODNR_1,B,Diatom_avg,10.1675
7/11/2022,ODNR_1,B,Cryptophyta_avg,0
7/11/2022,ODNR_1,B,YellowSubstances_avg,2.2205
7/11/2022,ODNR_1,B,Total_avg,42.9
7/11/2022,ODNR_1,C,GreenAlgae_avg,17.134
7/11/2022,ODNR_1,C,Bluegreen_avg,15.677
7/11/2022,ODNR_1,C,Diatom_avg,9.872
7/11/2022,ODNR_1,C,Cryptophyta_avg,0
7/11/2022,ODNR_1,C,YellowSubstances_avg,2.149
7/11/2022,ODNR_1,C,Total_avg,42.683
7/11/2022,ODNR_2,A,GreenAlgae_avg,17.789
7/11/2022,ODNR_2,A,Bluegreen_avg,21.1275
7/11/2022,ODNR_2,A,Diatom_avg,13.9435
7/11/2022,ODNR_2,A,Cryptophyta_avg,0
7/11/2022,ODNR_2,A,YellowSubstances_avg,2.186
7/11/2022,ODNR_2,A,Total_avg,52.8585
7/11/2022,ODNR_2,B,GreenAlgae_avg,18.3735
7/11/2022,ODNR_2,B,Bluegreen_avg,21.103
7/11/2022,ODNR_2,B,Diatom_avg,13.401
7/11/2022,ODNR_2,B,Cryptophyta_avg,0
7/11/2022,ODNR_2,B,YellowSubstances_avg,2.136
7/11/2022,ODNR_2,B,Total_avg,52.8755
7/11/2022,ODNR_2,C,GreenAlgae_avg,0
7/11/2022,ODNR_2,C,Bluegreen_avg,0
7/11/2022,ODNR_2,C,Diatom_avg,0
7/11/2022,ODNR_2,C,Cryptophyta_avg,0
7/11/2022,ODNR_2,C,YellowSubstances_avg,0
7/11/2022,ODNR_2,C,Total_avg,0
7/11/2022,ODNR_4,A,GreenAlgae_avg,34.7965
7/11/2022,ODNR_4,A,Bluegreen_avg,57.372
7/11/2022,ODNR_4,A,Diatom_avg,33.902
7/11/2022,ODNR_4,A,Cryptophyta_avg,0
7/11/2022,ODNR_4,A,YellowSubstances_avg,2.655
7/11/2022,ODNR_4,A,Total_avg,126.07
7/11/2022,ODNR_4,B,GreenAlgae_avg,35.623
7/11/2022,ODNR_4,B,Bluegreen_avg,54.865
7/11/2022,ODNR_4,B,Diatom_avg,32.147
7/11/2022,ODNR_4,B,Cryptophyta_avg,0
7/11/2022,ODNR_4,B,YellowSubstances_avg,2.542
7/11/2022,ODNR_4,B,Total_avg,122.6375
7/11/2022,ODNR_4,C,GreenAlgae_avg,35.802
7/11/2022,ODNR_4,C,Bluegreen_avg,59.95
7/11/2022,ODNR_4,C,Diatom_avg,33.8235
7/11/2022,ODNR_4,C,Cryptophyta_avg,0
7/11/2022,ODNR_4,C,YellowSubstances_avg,2.638
7/11/2022,ODNR_4,C,Total_avg,129.5765
7/11/2022,ODNR_6,A,GreenAlgae_avg,27.332
7/11/2022,ODNR_6,A,Bluegreen_avg,63.2945
7/11/2022,ODNR_6,A,Diatom_avg,25.662
7/11/2022,ODNR_6,A,Cryptophyta_avg,3.1385
7/11/2022,ODNR_6,A,YellowSubstances_avg,3.276
7/11/2022,ODNR_6,A,Total_avg,119.4275
7/11/2022,ODNR_6,B,GreenAlgae_avg,29.0885
7/11/2022,ODNR_6,B,Bluegreen_avg,64.43
7/11/2022,ODNR_6,B,Diatom_avg,24.4965
7/11/2022,ODNR_6,B,Cryptophyta_avg,5.937
7/11/2022,ODNR_6,B,YellowSubstances_avg,3.484
7/11/2022,ODNR_6,B,Total_avg,123.953
7/11/2022,ODNR_6,C,GreenAlgae_avg,30.385
7/11/2022,ODNR_6,C,Bluegreen_avg,63.654
7/11/2022,ODNR_6,C,Diatom_avg,20.7355
7/11/2022,ODNR_6,C,Cryptophyta_avg,8.7025
7/11/2022,ODNR_6,C,YellowSubstances_avg,3.6035
7/11/2022,ODNR_6,C,Total_avg,123.4775
7/18/2022,Bells,A,GreenAlgae_avg,3.1335
7/18/2022,Bells,A,Bluegreen_avg,9.4955
7/18/2022,Bells,A,Diatom_avg,6.74
7/18/2022,Bells,A,Cryptophyta_avg,0.152
7/18/2022,Bells,A,YellowSubstances_avg,1.114
7/18/2022,Bells,A,Total_avg,19.5215
7/18/2022,Bells,B,GreenAlgae_avg,4.6675
7/18/2022,Bells,B,Bluegreen_avg,8.783
7/18/2022,Bells,B,Diatom_avg,5.395
7/18/2022,Bells,B,Cryptophyta_avg,0.507
7/18/2022,Bells,B,YellowSubstances_avg,1.182
7/18/2022,Bells,B,Total_avg,19.353
7/18/2022,Bells,C,GreenAlgae_avg,2.768
7/18/2022,Bells,C,Bluegreen_avg,9.234
7/18/2022,Bells,C,Diatom_avg,5.0665
7/18/2022,Bells,C,Cryptophyta_avg,0.1315
7/18/2022,Bells,C,YellowSubstances_avg,1.1145
7/18/2022,Bells,C,Total_avg,17.2005
7/18/2022,Bridge,A,GreenAlgae_avg,29.688
7/18/2022,Bridge,A,Bluegreen_avg,40.0865
7/18/2022,Bridge,A,Diatom_avg,27.244
7/18/2022,Bridge,A,Cryptophyta_avg,3.4195
7/18/2022,Bridge,A,YellowSubstances_avg,2.2415
7/18/2022,Bridge,A,Total_avg,100.436
7/18/2022,Bridge,B,GreenAlgae_avg,31.8265
7/18/2022,Bridge,B,Bluegreen_avg,43.1415
7/18/2022,Bridge,B,Diatom_avg,27.2405
7/18/2022,Bridge,B,Cryptophyta_avg,4.4385
7/18/2022,Bridge,B,YellowSubstances_avg,2.4265
7/18/2022,Bridge,B,Total_avg,106.648
7/18/2022,Bridge,C,GreenAlgae_avg,30.057
7/18/2022,Bridge,C,Bluegreen_avg,43.361
7/18/2022,Bridge,C,Diatom_avg,24.861
7/18/2022,Bridge,C,Cryptophyta_avg,0.504
7/18/2022,Bridge,C,YellowSubstances_avg,2.4945
7/18/2022,Bridge,C,Total_avg,98.7815
7/18/2022,Buoy_2,A,GreenAlgae_avg,12.7095
7/18/2022,Buoy_2,A,Bluegreen_avg,14.228
7/18/2022,Buoy_2,A,Diatom_avg,7.856
7/18/2022,Buoy_2,A,Cryptophyta_avg,0
7/18/2022,Buoy_2,A,YellowSubstances_avg,1.8205
7/18/2022,Buoy_2,A,Total_avg,34.794
7/18/2022,Buoy_2,B,GreenAlgae_avg,14.167
7/18/2022,Buoy_2,B,Bluegreen_avg,15.016
7/18/2022,Buoy_2,B,Diatom_avg,8.555
7/18/2022,Buoy_2,B,Cryptophyta_avg,0.248
7/18/2022,Buoy_2,B,YellowSubstances_avg,1.8365
7/18/2022,Buoy_2,B,Total_avg,37.9855
7/18/2022,Buoy_2,C,GreenAlgae_avg,12.2185
7/18/2022,Buoy_2,C,Bluegreen_avg,14.3815
7/18/2022,Buoy_2,C,Diatom_avg,7.326
7/18/2022,Buoy_2,C,Cryptophyta_avg,0
7/18/2022,Buoy_2,C,YellowSubstances_avg,1.9535
7/18/2022,Buoy_2,C,Total_avg,33.926
7/18/2022,Causeway,A,GreenAlgae_avg,15.383
7/18/2022,Causeway,A,Bluegreen_avg,19.914
7/18/2022,Causeway,A,Diatom_avg,11.332
7/18/2022,Causeway,A,Cryptophyta_avg,0
7/18/2022,Causeway,A,YellowSubstances_avg,2.0145
7/18/2022,Causeway,A,Total_avg,46.627
7/18/2022,Causeway,B,GreenAlgae_avg,15.949
7/18/2022,Causeway,B,Bluegreen_avg,19.7475
7/18/2022,Causeway,B,Diatom_avg,11.4775
7/18/2022,Causeway,B,Cryptophyta_avg,0
7/18/2022,Causeway,B,YellowSubstances_avg,2.0055
7/18/2022,Causeway,B,Total_avg,47.173
7/18/2022,Causeway,C,GreenAlgae_avg,14.6835
7/18/2022,Causeway,C,Bluegreen_avg,19.464
7/18/2022,Causeway,C,Diatom_avg,10.8695
7/18/2022,Causeway,C,Cryptophyta_avg,0
7/18/2022,Causeway,C,YellowSubstances_avg,2.0455
7/18/2022,Causeway,C,Total_avg,45.0175
7/18/2022,EC_1163,A,GreenAlgae_avg,13.778
7/18/2022,EC_1163,A,Bluegreen_avg,17.506
7/18/2022,EC_1163,A,Diatom_avg,11.94
7/18/2022,EC_1163,A,Cryptophyta_avg,0
7/18/2022,EC_1163,A,YellowSubstances_avg,1.777
7/18/2022,EC_1163,A,Total_avg,43.2245
7/18/2022,EC_1163,B,GreenAlgae_avg,13.86
7/18/2022,EC_1163,B,Bluegreen_avg,17.246
7/18/2022,EC_1163,B,Diatom_avg,11.0595
7/18/2022,EC_1163,B,Cryptophyta_avg,0
7/18/2022,EC_1163,B,YellowSubstances_avg,1.7845
7/18/2022,EC_1163,B,Total_avg,42.1665
7/18/2022,EC_1163,C,GreenAlgae_avg,13.3085
7/18/2022,EC_1163,C,Bluegreen_avg,17.945
7/18/2022,EC_1163,C,Diatom_avg,11.447
7/18/2022,EC_1163,C,Cryptophyta_avg,0
7/18/2022,EC_1163,C,YellowSubstances_avg,1.9635
7/18/2022,EC_1163,C,Total_avg,42.701
7/18/2022,Muddy_Creek,A,GreenAlgae_avg,35.24
