"Site","Date","rep","Depth","LightValue","Light_0","DOY"
"EC_1163",2021-07-26,"avg",0.5,774.8,1411,207
"EC_1163",2021-07-26,"avg",1,345.8,1411,207
"EC_1163",2021-07-26,"avg",1.5,173.09,1411,207
"EC_1163",2021-07-26,"avg",2,53.435,1411,207
"EC_1163",2021-07-26,"avg",2.5,40.485,1411,207
"EC_1163",2021-07-26,"avg",3,19.64,1411,207
"EC_1163",2021-07-26,"avg",3.5,8.56,1411,207
"EC_1163",2021-07-26,"avg",4,4.54,1411,207
"Bells",2021-07-26,"avg",0,2022.9,2022.9,207
"Bells",2021-07-26,"avg",0.5,1233.9,2022.9,207
"Bells",2021-07-26,"avg",1,796,2022.9,207
"Bells",2021-07-26,"avg",1.5,509.5,2022.9,207
"Bells",2021-07-26,"avg",2,308.55,2022.9,207
"Bells",2021-07-26,"avg",2.5,185.945,2022.9,207
"Bells",2021-07-26,"avg",3,88.775,2022.9,207
"Bells",2021-07-26,"avg",3.5,49.56,2022.9,207
"Bells",2021-07-26,"avg",4,27.79,2022.9,207
"Bells",2021-07-26,"avg",5,9.175,2022.9,207
"Bells",2021-07-26,"avg",6,3.8,2022.9,207
"Muddy_Creek",2021-08-02,"avg",0,938.7,938.7,214
"Muddy_Creek",2021-08-02,"avg",0.5,41.525,938.7,214
"Muddy_Creek",2021-08-02,"avg",1,1.79,938.7,214
"Muddy_Creek",2021-08-02,"avg",1.5,0.005,938.7,214
"ODNR_4",2021-08-02,"avg",0,1087.5,1087.5,214
"ODNR_4",2021-08-02,"avg",0.5,60.11,1087.5,214
"ODNR_4",2021-08-02,"avg",1,3.33,1087.5,214
"ODNR_4",2021-08-02,"avg",1.5,0.165,1087.5,214
"ODNR_6",2021-08-02,"avg",0,1375.5,1375.5,214
"ODNR_6",2021-08-02,"avg",0.5,162.425,1375.5,214
"ODNR_6",2021-08-02,"avg",1,17.36,1375.5,214
"ODNR_6",2021-08-02,"avg",1.5,3.04,1375.5,214
"ODNR_6",2021-08-02,"avg",2,0.41,1375.5,214
"ODNR_6",2021-08-02,"avg",2.5,0.015,1375.5,214
"ODNR_2",2021-08-02,"avg",0,1392.85,1392.85,214
"ODNR_2",2021-08-02,"avg",0.5,182.415,1392.85,214
"ODNR_2",2021-08-02,"avg",1,54.88,1392.85,214
"ODNR_2",2021-08-02,"avg",1.5,11.87,1392.85,214
"ODNR_2",2021-08-02,"avg",2,2.68,1392.85,214
"ODNR_2",2021-08-02,"avg",2.5,0.635,1392.85,214
"ODNR_2",2021-08-02,"avg",3,0.24,1392.85,214
"Buoy_2",2021-08-02,"avg",0,183.74,183.74,214
"Buoy_2",2021-08-02,"avg",0.5,34.69,183.74,214
"Buoy_2",2021-08-02,"avg",1,19.27,183.74,214
"Buoy_2",2021-08-02,"avg",1.5,11.755,183.74,214
"Buoy_2",2021-08-02,"avg",2,6.23,183.74,214
"Buoy_2",2021-08-02,"avg",2.5,3.22,183.74,214
"Buoy_2",2021-08-02,"avg",3,1.655,183.74,214
"ODNR_1",2021-08-02,"avg",0,1854.9,1854.9,214
"ODNR_1",2021-08-02,"avg",0.5,380.885,1854.9,214
"ODNR_1",2021-08-02,"avg",1,159.555,1854.9,214
"ODNR_1",2021-08-02,"avg",1.5,58.395,1854.9,214
"ODNR_1",2021-08-02,"avg",2,21.96,1854.9,214
"ODNR_1",2021-08-02,"avg",2.5,8.75,1854.9,214
"ODNR_1",2021-08-02,"avg",3,3.185,1854.9,214
"ODNR_1",2021-08-02,"avg",3.5,1.215,1854.9,214
"EC_1163",2021-08-02,"avg",0,1685.2,1685.2,214
"EC_1163",2021-08-02,"avg",0.5,591.05,1685.2,214
"EC_1163",2021-08-02,"avg",1,186.615,1685.2,214
"EC_1163",2021-08-02,"avg",1.5,60.545,1685.2,214
"EC_1163",2021-08-02,"avg",2,21.775,1685.2,214
"EC_1163",2021-08-02,"avg",2.5,8.315,1685.2,214
"EC_1163",2021-08-02,"avg",3,2.49,1685.2,214
"EC_1163",2021-08-02,"avg",3.5,0.775,1685.2,214
"EC_1163",2021-08-02,"avg",4,0.285,1685.2,214
"EC_1163",2021-08-02,"avg",5,0.07,1685.2,214
"Bells",2021-08-02,"avg",0,1644.4,1644.4,214
"Bells",2021-08-02,"avg",0.5,452.2,1644.4,214
"Bells",2021-08-02,"avg",1,175.46,1644.4,214
"Bells",2021-08-02,"avg",1.5,132.98,1644.4,214
"Bells",2021-08-02,"avg",2,85.945,1644.4,214
"Bells",2021-08-02,"avg",2.5,71.805,1644.4,214
"Bells",2021-08-02,"avg",3,63.705,1644.4,214
"Bells",2021-08-02,"avg",3.5,46.115,1644.4,214
"Bells",2021-08-02,"avg",4,33.21,1644.4,214
"Bells",2021-08-02,"avg",5,12.905,1644.4,214
"Bells",2021-08-02,"avg",6,5.045,1644.4,214
"Muddy_Creek",2021-08-23,"avg",0,547,547,235
"Muddy_Creek",2021-08-23,"avg",0.5,47.785,547,235
"Muddy_Creek",2021-08-23,"avg",1,2.805,547,235
"Muddy_Creek",2021-08-23,"avg",1.5,0.195,547,235
"ODNR_4",2021-08-23,"avg",0,329.05,329.05,235
"ODNR_4",2021-08-23,"avg",0.5,66.015,329.05,235
"ODNR_4",2021-08-23,"avg",1,11.68,329.05,235
"ODNR_4",2021-08-23,"avg",1.5,1.935,329.05,235
"ODNR_4",2021-08-23,"avg",2,0.18,329.05,235
"ODNR_6",2021-08-23,"avg",0,1023.9,1023.9,235
"ODNR_6",2021-08-23,"avg",0.5,180.46,1023.9,235
"ODNR_6",2021-08-23,"avg",1,29.395,1023.9,235
"ODNR_6",2021-08-23,"avg",1.5,6.94,1023.9,235
"ODNR_6",2021-08-23,"avg",2,1.345,1023.9,235
"ODNR_6",2021-08-23,"avg",2.5,0.23,1023.9,235
"ODNR_2",2021-08-23,"avg",0,737,737,235
"ODNR_2",2021-08-23,"avg",0.5,359.25,737,235
"ODNR_2",2021-08-23,"avg",1,133.21,737,235
"ODNR_2",2021-08-23,"avg",1.5,44.165,737,235
"ODNR_2",2021-08-23,"avg",2,16.49,737,235
"ODNR_2",2021-08-23,"avg",2.5,6.465,737,235
"ODNR_2",2021-08-23,"avg",3,0.95,737,235
"Buoy_2",2021-08-23,"avg",0,1261.1,1261.1,235
"Buoy_2",2021-08-23,"avg",0.5,478.3,1261.1,235
"Buoy_2",2021-08-23,"avg",1,183.765,1261.1,235
"Buoy_2",2021-08-23,"avg",1.5,32.35,1261.1,235
"Buoy_2",2021-08-23,"avg",2,13.505,1261.1,235
"Buoy_2",2021-08-23,"avg",2.5,4.615,1261.1,235
"Buoy_2",2021-08-23,"avg",3,1.895,1261.1,235
"ODNR_1",2021-08-23,"avg",0,1430.65,1430.65,235
"ODNR_1",2021-08-23,"avg",0.5,476.9,1430.65,235
"ODNR_1",2021-08-23,"avg",1,182.14,1430.65,235
"ODNR_1",2021-08-23,"avg",1.5,54.89,1430.65,235
"ODNR_1",2021-08-23,"avg",2,14.215,1430.65,235
"ODNR_1",2021-08-23,"avg",2.5,6.885,1430.65,235
"ODNR_1",2021-08-23,"avg",3,3.17,1430.65,235
"ODNR_1",2021-08-23,"avg",3.5,1.11,1430.65,235
"EC_1163",2021-08-23,"avg",0,1442.6,1442.6,235
"EC_1163",2021-08-23,"avg",0.5,389.05,1442.6,235
"EC_1163",2021-08-23,"avg",1,116.45,1442.6,235
"EC_1163",2021-08-23,"avg",1.5,52.315,1442.6,235
"EC_1163",2021-08-23,"avg",2,23.565,1442.6,235
"EC_1163",2021-08-23,"avg",2.5,10.765,1442.6,235
"EC_1163",2021-08-23,"avg",3,5.47,1442.6,235
"EC_1163",2021-08-23,"avg",3.5,2.915,1442.6,235
"EC_1163",2021-08-23,"avg",4,1.19,1442.6,235
"Bells",2021-08-23,"avg",0,1517.05,1517.05,235
"Bells",2021-08-23,"avg",0.5,973.4,1517.05,235
"Bells",2021-08-23,"avg",1,531.55,1517.05,235
"Bells",2021-08-23,"avg",1.5,283.3,1517.05,235
"Bells",2021-08-23,"avg",2,176.975,1517.05,235
"Bells",2021-08-23,"avg",2.5,114.01,1517.05,235
"Bells",2021-08-23,"avg",3,94.125,1517.05,235
"Bells",2021-08-23,"avg",3.5,68.965,1517.05,235
"Bells",2021-08-23,"avg",4,52.135,1517.05,235
"Bells",2021-08-23,"avg",5,28.055,1517.05,235
"Bells",2021-08-23,"avg",6,14.74,1517.05,235
"Muddy_Creek",2021-08-30,"avg",0,476.65,476.65,242
"Muddy_Creek",2021-08-30,"avg",0.5,24.197,476.65,242
"Muddy_Creek",2021-08-30,"avg",1,1.905,476.65,242
"Muddy_Creek",2021-08-30,"avg",1.5,0.17,476.65,242
"ODNR_4",2021-08-30,"avg",0,519.15,519.15,242
"ODNR_4",2021-08-30,"avg",0.5,74.665,519.15,242
"ODNR_4",2021-08-30,"avg",1,7.86,519.15,242
"ODNR_4",2021-08-30,"avg",1.5,0.8,519.15,242
"ODNR_4",2021-08-30,"avg",2,0.075,519.15,242
"ODNR_6",2021-08-30,"avg",0,1343.8,1343.8,242
"ODNR_6",2021-08-30,"avg",0.5,166.265,1343.8,242
"ODNR_6",2021-08-30,"avg",1,18.875,1343.8,242
"ODNR_6",2021-08-30,"avg",1.5,1.925,1343.8,242
"ODNR_6",2021-08-30,"avg",2,0.155,1343.8,242
"ODNR_2",2021-08-30,"avg",0,1667.65,1667.65,242
"ODNR_2",2021-08-30,"avg",0.5,413.95,1667.65,242
"ODNR_2",2021-08-30,"avg",1,81.655,1667.65,242
"ODNR_2",2021-08-30,"avg",1.5,22.98,1667.65,242
"ODNR_2",2021-08-30,"avg",2,5.725,1667.65,242
"ODNR_2",2021-08-30,"avg",2.5,1.55,1667.65,242
"Buoy_2",2021-08-30,"avg",0,1161.75,1161.75,242
"Buoy_2",2021-08-30,"avg",0.5,207.3,1161.75,242
"Buoy_2",2021-08-30,"avg",1,36.47,1161.75,242
"Buoy_2",2021-08-30,"avg",1.5,7.315,1161.75,242
"Buoy_2",2021-08-30,"avg",2,2.71,1161.75,242
"Buoy_2",2021-08-30,"avg",2.5,0.775,1161.75,242
"Buoy_2",2021-08-30,"avg",3,0.14,1161.75,242
"ODNR_1",2021-08-30,"avg",0,1338.45,1338.45,242
"ODNR_1",2021-08-30,"avg",0.5,459.05,1338.45,242
"ODNR_1",2021-08-30,"avg",1,118.555,1338.45,242
"ODNR_1",2021-08-30,"avg",1.5,41.235,1338.45,242
"ODNR_1",2021-08-30,"avg",2,8.57,1338.45,242
"ODNR_1",2021-08-30,"avg",2.5,2.5,1338.45,242
"ODNR_1",2021-08-30,"avg",3,0.565,1338.45,242
"ODNR_1",2021-08-30,"avg",3.5,0.155,1338.45,242
"EC_1163",2021-08-30,"avg",0,1466.25,1466.25,242
"EC_1163",2021-08-30,"avg",0.5,438.6,1466.25,242
"EC_1163",2021-08-30,"avg",1,133.07,1466.25,242
"EC_1163",2021-08-30,"avg",2,17.165,1466.25,242
"EC_1163",2021-08-30,"avg",2.5,5.755,1466.25,242
"EC_1163",2021-08-30,"avg",3,2.765,1466.25,242
"EC_1163",2021-08-30,"avg",3.5,0.77,1466.25,242
"EC_1163",2021-08-30,"avg",4,0.37,1466.25,242
"Muddy_Creek",2021-09-07,"avg",0,75.14,75.14,250
"Muddy_Creek",2021-09-07,"avg",0.5,3.905,75.14,250
"Muddy_Creek",2021-09-07,"avg",1,0.205,75.14,250
"ODNR_4",2021-09-07,"avg",0,1052.5,1052.5,250
"ODNR_4",2021-09-07,"avg",0.5,173.945,1052.5,250
"ODNR_4",2021-09-07,"avg",1,21.34,1052.5,250
"ODNR_4",2021-09-07,"avg",1.5,4.265,1052.5,250
"ODNR_6",2021-09-07,"avg",0,80.64,80.64,250
"ODNR_6",2021-09-07,"avg",0.5,18.75,80.64,250
"ODNR_6",2021-09-07,"avg",1,3.915,80.64,250
"ODNR_6",2021-09-07,"avg",1.5,1.96,80.64,250
"ODNR_6",2021-09-07,"avg",2,0.32,80.64,250
"ODNR_2",2021-09-07,"avg",0,98.725,98.725,250
"ODNR_2",2021-09-07,"avg",0.5,19.805,98.725,250
"ODNR_2",2021-09-07,"avg",1,5.8,98.725,250
"ODNR_2",2021-09-07,"avg",1.5,5.175,98.725,250
"ODNR_2",2021-09-07,"avg",2,1.19,98.725,250
"ODNR_2",2021-09-07,"avg",2.5,0.48,98.725,250
"ODNR_2",2021-09-07,"avg",3,0.365,98.725,250
"Buoy_2",2021-09-07,"avg",0,105.205,105.205,250
"Buoy_2",2021-09-07,"avg",0.5,29.74,105.205,250
"Buoy_2",2021-09-07,"avg",1,9.895,105.205,250
"ODNR_1",2021-09-07,"avg",0,69.525,69.525,250
"ODNR_1",2021-09-07,"avg",0.5,31.74,69.525,250
"ODNR_1",2021-09-07,"avg",1,17.73,69.525,250
"ODNR_1",2021-09-07,"avg",1.5,4.29,69.525,250
"ODNR_1",2021-09-07,"avg",2,1.82,69.525,250
"ODNR_1",2021-09-07,"avg",2.5,0.97,69.525,250
"ODNR_1",2021-09-07,"avg",3,0.57,69.525,250
"EC_1163",2021-09-07,"avg",0,110.895,110.895,250
"EC_1163",2021-09-07,"avg",0.5,35.81,110.895,250
"EC_1163",2021-09-07,"avg",1,15.15,110.895,250
"EC_1163",2021-09-07,"avg",1.5,5.59,110.895,250
"EC_1163",2021-09-07,"avg",2,2.75,110.895,250
"EC_1163",2021-09-07,"avg",2.5,2.125,110.895,250
"EC_1163",2021-09-07,"avg",3,0.75,110.895,250
"Bells",2021-09-07,"avg",0,127.135,127.135,250
"Bells",2021-09-07,"avg",0.5,67.075,127.135,250
"Bells",2021-09-07,"avg",1,43.55,127.135,250
"Bells",2021-09-07,"avg",1.5,16.085,127.135,250
"Bells",2021-09-07,"avg",2,18.35,127.135,250
"Bells",2021-09-07,"avg",2.5,10.565,127.135,250
"Bells",2021-09-07,"avg",3,4.97,127.135,250
"Bells",2021-09-07,"avg",3.5,5.345,127.135,250
"Bells",2021-09-07,"avg",4,2.46,127.135,250
"Bells",2021-09-07,"avg",5,0.97,127.135,250
"Bells",2021-09-07,"avg",6,0.37,127.135,250
"Muddy_Creek",2021-09-13,"avg",0,267.3,267.3,256
"Muddy_Creek",2021-09-13,"avg",0.5,12.58,267.3,256
"Muddy_Creek",2021-09-13,"avg",1,0.9,267.3,256
"Muddy_Creek",2021-09-13,"avg",1.5,0.07,267.3,256
"ODNR_4",2021-09-13,"avg",0,312.3,312.3,256
"ODNR_4",2021-09-13,"avg",0.5,51.525,312.3,256
"ODNR_4",2021-09-13,"avg",1,7.855,312.3,256
"ODNR_4",2021-09-13,"avg",1.5,2.105,312.3,256
"ODNR_4",2021-09-13,"avg",2,0.255,312.3,256
"ODNR_6",2021-09-13,"avg",0,462.85,462.85,256
"ODNR_6",2021-09-13,"avg",0.5,31.37,462.85,256
"ODNR_6",2021-09-13,"avg",1,4.09,462.85,256
"ODNR_6",2021-09-13,"avg",1.5,0.655,462.85,256
"ODNR_6",2021-09-13,"avg",2,0.08,462.85,256
"ODNR_6",2021-09-13,"avg",2.5,0.01,462.85,256
"ODNR_2",2021-09-13,"avg",1,26.76,NA,256
"ODNR_2",2021-09-13,"avg",1.5,8.145,NA,256
"ODNR_2",2021-09-13,"avg",2,2.105,NA,256
"ODNR_2",2021-09-13,"avg",2.5,0.935,NA,256
"ODNR_2",2021-09-13,"avg",3,0.385,NA,256
"ODNR_2",2021-09-13,"avg",3.5,0.04,NA,256
"EC_1163",2021-09-13,"avg",0,1.325,1.325,256
"EC_1163",2021-09-13,"avg",0.5,0.305,1.325,256
"EC_1163",2021-09-13,"avg",1,0.145,1.325,256
"EC_1163",2021-09-13,"avg",1.5,0.065,1.325,256
"EC_1163",2021-09-13,"avg",2,0.04,1.325,256
"EC_1163",2021-09-13,"avg",2.5,2.815,1.325,256
"EC_1163",2021-09-13,"avg",3,1.78,1.325,256
"EC_1163",2021-09-13,"avg",3.5,0.86,1.325,256
